time_s,mode,reservoir_pressure_bar,blockage_fraction,frequency_hz,flow_m3d,intake_pressure_bar,discharge_pressure_bar,motor_current_a,motor_temperature_c,electrical_power_kw,pump_efficiency,tripped,first_out
233.0,pid,180.0,0.0,60.0,599.7734,100.1793,250.3619,121.6769,77.2003,172.8155,0.685532,False,NONE
234.0,pid,180.0,0.0,60.0,599.7799,100.175,250.3567,121.6772,77.2441,172.816,0.685533,False,NONE
235.0,pid,180.0,0.0,60.0,599.7862,100.1708,250.3516,121.6775,77.2877,172.8164,0.685535,False,NONE
236.0,pid,180.0,0.0,60.0,599.7923,100.1667,250.3466,121.6778,77.3313,172.8168,0.685536,False,NONE
237.0,pid,180.0,0.0,60.0,599.7982,100.1627,250.3417,121.6781,77.3748,172.8172,0.685537,False,NONE
238.0,pid,180.0,0.0,60.0,599.804,100.1588,250.337,121.6784,77.4182,172.8176,0.685538,False,NONE
239.0,pid,180.0,0.0,60.0,599.8096,100.155,250.3323,121.6787,77.4615,172.818,0.685539,False,NONE
240.0,pid,180.0,0.0,60.0,599.8151,100.1513,250.3278,121.6789,77.5047,172.8183,0.68554,False,NONE
241.0,pid,180.0,0.0,60.0,599.8203,100.1477,250.3234,121.6792,77.5478,172.8187,0.685542,False,NONE
242.0,pid,180.0,0.0,60.0,599.8255,100.1441,250.3191,121.6794,77.5909,172.819,0.685543,False,NONE
243.0,pid,180.0,0.0,60.0,599.8305,100.1406,250.3149,121.6797,77.6338,172.8194,0.685544,False,NONE
244.0,pid,180.0,0.0,60.0,599.8353,100.1373,250.3108,121.6799,77.6767,172.8197,0.685545,False,NONE
245.0,pid,180.0,0.0,60.0,599.84,100.1339,250.3068,121.6801,77.7194,172.82,0.685545,False,NONE
246.0,pid,180.0,0.0,60.0,599.8446,100.1307,250.3028,121.6803,77.7621,172.8203,0.685546,False,NONE
247.0,pid,180.0,0.0,60.0,599.849,100.1275,250.299,121.6805,77.8047,172.8206,0.685547,False,NONE
248.0,pid,180.0,0.0,60.0,599.8533,100.1245,250.2953,121.6807,77.8472,172.8209,0.685548,False,NONE
249.0,pid,180.0,0.0,60.0,599.8575,100.1214,250.2917,121.6809,77.8896,172.8212,0.685549,False,NONE
250.0,pid,162.0,0.0,60.0,599.8616,99.6042,249.7738,121.6811,77.9319,172.8215,0.68555,False,NONE
251.0,pid,162.0,0.0,60.0,599.8655,99.1018,249.2708,121.6813,77.9742,172.8218,0.685551,False,NONE
252.0,pid,162.0,0.0,60.0,599.8694,98.6136,248.7821,121.6815,78.0163,172.822,0.685551,False,NONE
253.0,pid,162.0,0.0,60.0,599.8731,98.1394,248.3074,121.6817,78.0584,172.8223,0.685552,False,NONE
254.0,pid,162.0,0.0,60.0,599.8767,97.6788,247.8462,121.6819,78.1003,172.8225,0.685553,False,NONE
255.0,pid,162.0,0.0,60.0,599.8803,97.2313,247.3981,121.682,78.1422,172.8228,0.685554,False,NONE
256.0,pid,162.0,0.0,60.0,599.8837,96.7965,246.9629,121.6822,78.184,172.823,0.685554,False,NONE
257.0,pid,162.0,0.0,60.0,599.887,96.3742,246.5401,121.6824,78.2257,172.8232,0.685555,False,NONE
258.0,pid,162.0,0.0,60.0,599.8902,95.9639,246.1293,121.6825,78.2674,172.8234,0.685556,False,NONE
259.0,pid,162.0,0.0,60.0,599.8934,95.5654,245.7303,121.6827,78.3089,172.8237,0.685556,False,NONE
260.0,pid,162.0,0.0,60.0,599.8964,95.1782,245.3427,121.6828,78.3504,172.8239,0.685557,False,NONE
261.0,pid,162.0,0.0,60.0,599.8994,94.802,244.9661,121.6829,78.3917,172.8241,0.685557,False,NONE
262.0,pid,162.0,0.0,60.0,599.9023,94.4366,244.6003,121.6831,78.433,172.8243,0.685558,False,NONE
263.0,pid,162.0,0.0,60.0,599.905,94.0817,244.2449,121.6832,78.4742,172.8244,0.685558,False,NONE
264.0,pid,162.0,0.0,60.0,599.9078,93.7368,243.8997,121.6833,78.5153,172.8246,0.685559,False,NONE
265.0,pid,162.0,0.0,60.0,599.9104,93.4018,243.5643,121.6835,78.5563,172.8248,0.68556,False,NONE
266.0,pid,162.0,0.0,60.0,599.913,93.0764,243.2385,121.6836,78.5973,172.825,0.68556,False,NONE
267.0,pid,162.0,0.0,60.0,599.9154,92.7603,242.9219,121.6837,78.6381,172.8251,0.685561,False,NONE
268.0,pid,162.0,0.0,60.0,599.9179,92.4531,242.6145,121.6838,78.6789,172.8253,0.685561,False,NONE
269.0,pid,162.0,0.0,60.0,599.9202,92.1548,242.3158,121.6839,78.7196,172.8255,0.685562,False,NONE
270.0,pid,162.0,0.0,60.0,599.9225,91.8649,242.0256,121.6841,78.7602,172.8256,0.685562,False,NONE
271.0,pid,162.0,0.0,60.0,599.9247,91.5834,241.7437,121.6842,78.8007,172.8258,0.685562,False,NONE
272.0,pid,162.0,0.0,60.0,599.9269,91.3098,241.4698,121.6843,78.8411,172.8259,0.685563,False,NONE
273.0,pid,162.0,0.0,60.0,599.9289,91.0441,241.2038,121.6844,78.8815,172.8261,0.685563,False,NONE
274.0,pid,162.0,0.0,60.0,599.931,90.786,240.9454,121.6845,78.9217,172.8262,0.685564,False,NONE
275.0,pid,162.0,0.0,60.0,599.9329,90.5352,240.6943,121.6846,78.9619,172.8263,0.685564,False,NONE
276.0,pid,162.0,0.0,60.0,599.9349,90.2916,240.4504,121.6846,79.002,172.8265,0.685564,False,NONE
277.0,pid,162.0,0.0,60.0,599.9367,90.0549,240.2135,121.6847,79.042,172.8266,0.685565,False,NONE
278.0,pid,162.0,0.0,60.0,599.9385,89.825,239.9833,121.6848,79.0819,172.8267,0.685565,False,NONE
279.0,pid,162.0,0.0,60.0,599.9403,89.6017,239.7597,121.6849,79.1218,172.8268,0.685566,False,NONE
280.0,pid,162.0,0.0,60.0,599.942,89.3847,239.5425,121.685,79.1615,172.8269,0.685566,False,NONE
281.0,pid,162.0,0.0,60.0,599.9436,89.1739,239.3315,121.6851,79.2012,172.8271,0.685566,False,NONE
282.0,pid,162.0,0.0,60.0,599.9453,88.9692,239.1265,121.6851,79.2408,172.8272,0.685567,False,NONE
283.0,pid,162.0,0.0,60.0,599.9468,88.7702,238.9273,121.6852,79.2803,172.8273,0.685567,False,NONE
284.0,pid,162.0,0.0,60.0,599.9483,88.577,238.7338,121.6853,79.3197,172.8274,0.685567,False,NONE
285.0,pid,162.0,0.0,60.0,599.9498,88.3893,238.5459,121.6854,79.3591,172.8275,0.685567,False,NONE
286.0,pid,162.0,0.0,60.0,599.9513,88.2069,238.3633,121.6854,79.3984,172.8276,0.685568,False,NONE
287.0,pid,162.0,0.0,60.0,599.9526,88.0298,238.186,121.6855,79.4375,172.8277,0.685568,False,NONE
288.0,pid,162.0,0.0,60.0,599.954,87.8577,238.0137,121.6856,79.4766,172.8278,0.685568,False,NONE
289.0,pid,162.0,0.0,60.0,599.9553,87.6905,237.8463,121.6856,79.5157,172.8279,0.685569,False,NONE
290.0,pid,162.0,0.0,60.0,599.9566,87.528,237.6837,121.6857,79.5546,172.8279,0.685569,False,NONE
291.0,pid,162.0,0.0,60.0,599.9578,87.3703,237.5257,121.6857,79.5935,172.828,0.685569,False,NONE
292.0,pid,162.0,0.0,60.0,599.959,87.217,237.3722,121.6858,79.6322,172.8281,0.685569,False,NONE
293.0,pid,162.0,0.0,60.0,599.9602,87.0681,237.2232,121.6859,79.6709,172.8282,0.68557,False,NONE
294.0,pid,162.0,0.0,60.0,599.9613,86.9234,237.0783,121.6859,79.7096,172.8283,0.68557,False,NONE
295.0,pid,162.0,0.0,60.0,599.9624,86.7829,236.9377,121.686,79.7481,172.8283,0.68557,False,NONE
296.0,pid,162.0,0.0,60.0,599.9635,86.6464,236.801,121.686,79.7866,172.8284,0.68557,False,NONE
297.0,pid,162.0,0.0,60.0,599.9646,86.5138,236.6682,121.6861,79.8249,172.8285,0.68557,False,NONE
298.0,pid,162.0,0.0,60.0,599.9656,86.3849,236.5392,121.6861,79.8632,172.8285,0.685571,False,NONE
299.0,pid,162.0,0.0,60.0,599.9666,86.2598,236.4139,121.6862,79.9014,172.8286,0.685571,False,NONE
300.0,pid,162.0,0.0,60.0,599.9675,86.1382,236.2922,121.6862,79.9396,172.8287,0.685571,False,NONE
301.0,pid,162.0,0.0,60.0,599.9684,86.0201,236.1739,121.6862,79.9776,172.8287,0.685571,False,NONE
302.0,pid,162.0,0.0,60.0,599.9693,85.9053,236.0591,121.6863,80.0156,172.8288,0.685571,False,NONE
303.0,pid,162.0,0.0,60.0,599.9702,85.7939,235.9475,121.6863,80.0535,172.8289,0.685572,False,NONE
304.0,pid,162.0,0.0,60.0,599.9711,85.6856,235.8391,121.6864,80.0913,172.8289,0.685572,False,NONE
305.0,pid,162.0,0.0,60.0,599.9719,85.5804,235.7337,121.6864,80.1291,172.829,0.685572,False,NONE
306.0,pid,162.0,0.0,60.0,599.9727,85.4782,235.6314,121.6864,80.1667,172.829,0.685572,False,NONE
307.0,pid,162.0,0.0,60.0,599.9735,85.3789,235.532,121.6865,80.2043,172.8291,0.685572,False,NONE
308.0,pid,162.0,0.0,60.0,599.9742,85.2825,235.4355,121.6865,80.2418,172.8291,0.685572,False,NONE
309.0,pid,162.0,0.0,60.0,599.975,85.1888,235.3417,121.6866,80.2793,172.8292,0.685573,False,NONE
310.0,pid,162.0,0.0,60.0,599.9757,85.0978,235.2506,121.6866,80.3166,172.8292,0.685573,False,NONE
311.0,pid,162.0,0.0,60.0,599.9764,85.0093,235.1621,121.6866,80.3539,172.8293,0.685573,False,NONE
312.0,pid,162.0,0.0,60.0,599.9771,84.9235,235.0761,121.6867,80.3911,172.8293,0.685573,False,NONE
313.0,pid,162.0,0.0,60.0,599.9777,84.84,234.9925,121.6867,80.4282,172.8294,0.685573,False,NONE
314.0,pid,162.0,0.0,60.0,599.9784,84.759,234.9114,121.6867,80.4652,172.8294,0.685573,False,NONE
315.0,pid,162.0,0.0,60.0,599.979,84.6802,234.8325,121.6867,80.5022,172.8295,0.685573,False,NONE
316.0,pid,162.0,0.0,60.0,599.9796,84.6037,234.7559,121.6868,80.5391,172.8295,0.685573,False,NONE
317.0,pid,162.0,0.0,60.0,599.9802,84.5294,234.6815,121.6868,80.5759,172.8295,0.685574,False,NONE
318.0,pid,162.0,0.0,60.0,599.9807,84.4572,234.6093,121.6868,80.6126,172.8296,0.685574,False,NONE
319.0,pid,162.0,0.0,60.0,599.9813,84.3871,234.539,121.6869,80.6493,172.8296,0.685574,False,NONE
320.0,pid,162.0,0.0,60.0,599.9818,84.3189,234.4708,121.6869,80.6859,172.8296,0.685574,False,NONE
321.0,pid,162.0,0.0,60.0,599.9823,84.2527,234.4046,121.6869,80.7224,172.8297,0.685574,False,NONE
322.0,pid,162.0,0.0,60.0,599.9828,84.1884,234.3402,121.6869,80.7588,172.8297,0.685574,False,NONE
323.0,pid,162.0,0.0,60.0,599.9833,84.126,234.2777,121.687,80.7951,172.8298,0.685574,False,NONE
324.0,pid,162.0,0.0,60.0,599.9838,84.0653,234.2169,121.687,80.8314,172.8298,0.685574,False,NONE
325.0,pid,162.0,0.0,60.0,599.9843,84.0063,234.1579,121.687,80.8676,172.8298,0.685574,False,NONE
326.0,pid,162.0,0.0,60.0,599.9847,83.9491,234.1006,121.687,80.9037,172.8298,0.685574,False,NONE
327.0,pid,162.0,0.0,60.0,599.9851,83.8935,234.0449,121.687,80.9398,172.8299,0.685575,False,NONE
328.0,pid,162.0,0.0,60.0,599.9856,83.8394,233.9908,121.6871,80.9758,172.8299,0.685575,False,NONE
329.0,pid,162.0,0.0,60.0,599.986,83.7869,233.9382,121.6871,81.0117,172.8299,0.685575,False,NONE
330.0,pid,162.0,0.0,60.0,599.9864,83.7359,233.8871,121.6871,81.0475,172.83,0.685575,False,NONE
331.0,pid,162.0,0.0,60.0,599.9868,83.6864,233.8375,121.6871,81.0832,172.83,0.685575,False,NONE
332.0,pid,162.0,0.0,60.0,599.9872,83.6382,233.7893,121.6871,81.1189,172.83,0.685575,False,NONE
333.0,pid,162.0,0.0,60.0,599.9875,83.5915,233.7425,121.6872,81.1545,172.83,0.685575,False,NONE
334.0,pid,162.0,0.0,60.0,599.9879,83.546,233.697,121.6872,81.19,172.8301,0.685575,False,NONE
335.0,pid,162.0,0.0,60.0,599.9882,83.5019,233.6529,121.6872,81.2255,172.8301,0.685575,False,NONE
336.0,pid,162.0,0.0,60.0,599.9886,83.459,233.61,121.6872,81.2609,172.8301,0.685575,False,NONE
337.0,pid,162.0,0.0,60.0,599.9889,83.4174,233.5683,121.6872,81.2962,172.8301,0.685575,False,NONE
338.0,pid,162.0,0.0,60.0,599.9892,83.3769,233.5278,121.6872,81.3314,172.8301,0.685575,False,NONE
339.0,pid,162.0,0.0,60.0,599.9895,83.3376,233.4884,121.6873,81.3666,172.8302,0.685575,False,NONE
340.0,pid,162.0,0.0,60.0,599.9898,83.2995,233.4502,121.6873,81.4017,172.8302,0.685575,False,NONE
341.0,pid,162.0,0.0,60.0,599.9901,83.2624,233.4131,121.6873,81.4367,172.8302,0.685576,False,NONE
342.0,pid,162.0,0.0,60.0,599.9904,83.2263,233.377,121.6873,81.4716,172.8302,0.685576,False,NONE
343.0,pid,162.0,0.0,60.0,599.9907,83.1913,233.3419,121.6873,81.5065,172.8302,0.685576,False,NONE
344.0,pid,162.0,0.0,60.0,599.9909,83.1573,233.3079,121.6873,81.5413,172.8303,0.685576,False,NONE
345.0,pid,162.0,0.0,60.0,599.9912,83.1243,233.2748,121.6873,81.576,172.8303,0.685576,False,NONE
346.0,pid,162.0,0.0,60.0,599.9914,83.0922,233.2427,121.6873,81.6106,172.8303,0.685576,False,NONE
347.0,pid,162.0,0.0,60.0,599.9917,83.061,233.2115,121.6874,81.6452,172.8303,0.685576,False,NONE
348.0,pid,162.0,0.0,60.0,599.9919,83.0308,233.1812,121.6874,81.6797,172.8303,0.685576,False,NONE
349.0,pid,162.0,0.0,60.0,599.9922,83.0013,233.1517,121.6874,81.7141,172.8303,0.685576,False,NONE
350.0,pid,162.0,0.0,60.0,599.9924,82.9728,233.1231,121.6874,81.7485,172.8304,0.685576,False,NONE
351.0,pid,162.0,0.0,60.0,599.9926,82.945,233.0953,121.6874,81.7828,172.8304,0.685576,False,NONE
352.0,pid,162.0,0.0,60.0,599.9928,82.918,233.0683,121.6874,81.817,172.8304,0.685576,False,NONE
353.0,pid,162.0,0.0,60.0,599.993,82.8918,233.0421,121.6874,81.8512,172.8304,0.685576,False,NONE
354.0,pid,162.0,0.0,60.0,599.9932,82.8664,233.0166,121.6874,81.8852,172.8304,0.685576,False,NONE
355.0,pid,162.0,0.0,60.0,599.9934,82.8416,232.9918,121.6874,81.9192,172.8304,0.685576,False,NONE
356.0,pid,162.0,0.0,60.0,599.9936,82.8176,232.9678,121.6874,81.9532,172.8304,0.685576,False,NONE
357.0,pid,162.0,0.0,60.0,599.9938,82.7943,232.9444,121.6875,81.987,172.8305,0.685576,False,NONE
358.0,pid,162.0,0.0,60.0,599.994,82.7716,232.9217,121.6875,82.0208,172.8305,0.685576,False,NONE
359.0,pid,162.0,0.0,60.0,599.9941,82.7496,232.8997,121.6875,82.0546,172.8305,0.685576,False,NONE
360.0,pid,162.0,0.0,60.0,599.9943,82.7282,232.8782,121.6875,82.0882,172.8305,0.685576,False,NONE
361.0,pid,162.0,0.0,60.0,599.9945,82.7074,232.8574,121.6875,82.1218,172.8305,0.685576,False,NONE
362.0,pid,162.0,0.0,60.0,599.9946,82.6872,232.8372,121.6875,82.1553,172.8305,0.685576,False,NONE
363.0,pid,162.0,0.0,60.0,599.9948,82.6676,232.8176,121.6875,82.1887,172.8305,0.685576,False,NONE
364.0,pid,162.0,0.0,60.0,599.9949,82.6485,232.7985,121.6875,82.2221,172.8305,0.685577,False,NONE
365.0,pid,162.0,0.0,60.0,599.9951,82.63,232.78,121.6875,82.2554,172.8305,0.685577,False,NONE
366.0,pid,162.0,0.0,60.0,599.9952,82.612,232.762,121.6875,82.2887,172.8306,0.685577,False,NONE
367.0,pid,162.0,0.0,60.0,599.9953,82.5946,232.7445,121.6875,82.3218,172.8306,0.685577,False,NONE
368.0,pid,162.0,0.0,60.0,599.9955,82.5776,232.7275,121.6875,82.3549,172.8306,0.685577,False,NONE
369.0,pid,162.0,0.0,60.0,599.9956,82.5611,232.711,121.6875,82.3879,172.8306,0.685577,False,NONE
370.0,pid,162.0,0.0,60.0,599.9957,82.5451,232.695,121.6875,82.4209,172.8306,0.685577,False,NONE
371.0,pid,162.0,0.0,60.0,599.9959,82.5295,232.6794,121.6876,82.4538,172.8306,0.685577,False,NONE
372.0,pid,162.0,0.0,60.0,599.996,82.5144,232.6642,121.6876,82.4866,172.8306,0.685577,False,NONE
373.0,pid,162.0,0.0,60.0,599.9961,82.4997,232.6495,121.6876,82.5194,172.8306,0.685577,False,NONE
374.0,pid,162.0,0.0,60.0,599.9962,82.4855,232.6353,121.6876,82.552,172.8306,0.685577,False,NONE
375.0,pid,162.0,0.0,60.0,599.9963,82.4716,232.6214,121.6876,82.5847,172.8306,0.685577,False,NONE
376.0,pid,162.0,0.0,60.0,599.9964,82.4582,232.6079,121.6876,82.6172,172.8306,0.685577,False,NONE
377.0,pid,162.0,0.0,60.0,599.9965,82.4451,232.5948,121.6876,82.6497,172.8306,0.685577,False,NONE
378.0,pid,162.0,0.0,60.0,599.9966,82.4324,232.5821,121.6876,82.6821,172.8307,0.685577,False,NONE
379.0,pid,162.0,0.0,60.0,599.9967,82.42,232.5697,121.6876,82.7144,172.8307,0.685577,False,NONE
380.0,pid,162.0,0.0,60.0,599.9968,82.4081,232.5577,121.6876,82.7467,172.8307,0.685577,False,NONE
381.0,pid,162.0,0.0,60.0,599.9969,82.3964,232.5461,121.6876,82.7789,172.8307,0.685577,False,NONE
382.0,pid,162.0,0.0,60.0,599.997,82.3851,232.5348,121.6876,82.8111,172.8307,0.685577,False,NONE
383.0,pid,162.0,0.0,60.0,599.9971,82.3741,232.5238,121.6876,82.8432,172.8307,0.685577,False,NONE
384.0,pid,162.0,0.0,60.0,599.9972,82.3634,232.5131,121.6876,82.8752,172.8307,0.685577,False,NONE
385.0,pid,162.0,0.0,60.0,599.9972,82.3531,232.5027,121.6876,82.9071,172.8307,0.685577,False,NONE
386.0,pid,162.0,0.0,60.0,599.9973,82.343,232.4926,121.6876,82.939,172.8307,0.685577,False,NONE
387.0,pid,162.0,0.0,60.0,599.9974,82.3332,232.4828,121.6876,82.9708,172.8307,0.685577,False,NONE
388.0,pid,162.0,0.0,60.0,599.9975,82.3237,232.4733,121.6876,83.0025,172.8307,0.685577,False,NONE
389.0,pid,162.0,0.0,60.0,599.9975,82.3144,232.464,121.6876,83.0342,172.8307,0.685577,False,NONE
390.0,pid,162.0,0.0,60.0,599.9976,82.3055,232.455,121.6876,83.0658,172.8307,0.685577,False,NONE
391.0,pid,162.0,0.0,60.0,599.9977,82.2967,232.4463,121.6876,83.0974,172.8307,0.685577,False,NONE
392.0,pid,162.0,0.0,60.0,599.9977,82.2883,232.4378,121.6876,83.1289,172.8307,0.685577,False,NONE
393.0,pid,162.0,0.0,60.0,599.9978,82.28,232.4296,121.6876,83.1603,172.8307,0.685577,False,NONE
394.0,pid,162.0,0.0,60.0,599.9979,82.2721,232.4216,121.6876,83.1916,172.8307,0.685577,False,NONE
395.0,pid,162.0,0.0,60.0,599.9979,82.2643,232.4138,121.6877,83.2229,172.8307,0.685577,False,NONE
396.0,pid,162.0,0.0,60.0,599.998,82.2567,232.4063,121.6877,83.2541,172.8307,0.685577,False,NONE
397.0,pid,162.0,0.0,60.0,599.998,82.2494,232.3989,121.6877,83.2853,172.8307,0.685577,False,NONE
398.0,pid,162.0,0.0,60.0,599.9981,82.2423,232.3918,121.6877,83.3164,172.8308,0.685577,False,NONE
399.0,pid,162.0,0.0,60.0,599.9982,82.2354,232.3849,121.6877,83.3474,172.8308,0.685577,False,NONE
400.0,pid,162.0,0.0,60.0,599.9982,82.2287,232.3781,121.6877,83.3783,172.8308,0.685577,False,NONE
401.0,pid,162.0,0.0,60.0,599.9983,82.2221,232.3716,121.6877,83.4092,172.8308,0.685577,False,NONE
402.0,pid,162.0,0.0,60.0,599.9983,82.2158,232.3653,121.6877,83.4401,172.8308,0.685577,False,NONE
403.0,pid,162.0,0.0,60.0,599.9984,82.2096,232.3591,121.6877,83.4708,172.8308,0.685577,False,NONE
404.0,pid,162.0,0.0,60.0,599.9984,82.2037,232.3531,121.6877,83.5015,172.8308,0.685577,False,NONE
405.0,pid,162.0,0.0,60.0,599.9985,82.1978,232.3473,121.6877,83.5322,172.8308,0.685577,False,NONE
406.0,pid,162.0,0.0,60.0,599.9985,82.1922,232.3416,121.6877,83.5627,172.8308,0.685577,False,NONE
407.0,pid,162.0,0.0,60.0,599.9985,82.1867,232.3361,121.6877,83.5933,172.8308,0.685577,False,NONE
408.0,pid,162.0,0.0,60.0,599.9986,82.1814,232.3308,121.6877,83.6237,172.8308,0.685577,False,NONE
409.0,pid,162.0,0.0,60.0,599.9986,82.1762,232.3256,121.6877,83.6541,172.8308,0.685577,False,NONE
410.0,pid,162.0,0.0,60.0,599.9987,82.1712,232.3206,121.6877,83.6844,172.8308,0.685577,False,NONE
411.0,pid,162.0,0.0,60.0,599.9987,82.1663,232.3157,121.6877,83.7147,172.8308,0.685577,False,NONE
412.0,pid,162.0,0.0,60.0,599.9987,82.1615,232.3109,121.6877,83.7449,172.8308,0.685577,False,NONE
413.0,pid,162.0,0.0,60.0,599.9988,82.1569,232.3063,121.6877,83.775,172.8308,0.685577,False,NONE
414.0,pid,162.0,0.0,60.0,599.9988,82.1525,232.3018,121.6877,83.8051,172.8308,0.685577,False,NONE
415.0,pid,162.0,0.0,60.0,599.9988,82.1481,232.2975,121.6877,83.8351,172.8308,0.685577,False,NONE
416.0,pid,162.0,0.0,60.0,599.9989,82.1439,232.2933,121.6877,83.865,172.8308,0.685577,False,NONE
417.0,pid,162.0,0.0,60.0,599.9989,82.1398,232.2891,121.6877,83.8949,172.8308,0.685577,False,NONE
418.0,pid,162.0,0.0,60.0,599.9989,82.1358,232.2852,121.6877,83.9247,172.8308,0.685577,False,NONE
419.0,pid,162.0,0.0,60.0,599.999,82.1319,232.2813,121.6877,83.9545,172.8308,0.685577,False,NONE
420.0,pid,162.0,0.0,60.0,599.999,82.1281,232.2775,121.6877,83.9842,172.8308,0.685577,False,NONE
421.0,pid,162.0,0.0,60.0,599.999,82.1245,232.2738,121.6877,84.0138,172.8308,0.685577,False,NONE
422.0,pid,162.0,0.0,60.0,599.9991,82.1209,232.2703,121.6877,84.0434,172.8308,0.685577,False,NONE
423.0,pid,162.0,0.0,60.0,599.9991,82.1175,232.2668,121.6877,84.0729,172.8308,0.685577,False,NONE
424.0,pid,162.0,0.0,60.0,599.9991,82.1141,232.2635,121.6877,84.1023,172.8308,0.685577,False,NONE
425.0,pid,162.0,0.0,60.0,599.9991,82.1109,232.2602,121.6877,84.1317,172.8308,0.685577,False,NONE
426.0,pid,162.0,0.0,60.0,599.9992,82.1077,232.257,121.6877,84.161,172.8308,0.685577,False,NONE
427.0,pid,162.0,0.0,60.0,599.9992,82.1046,232.254,121.6877,84.1903,172.8308,0.685577,False,NONE
428.0,pid,162.0,0.0,60.0,599.9992,82.1016,232.251,121.6877,84.2195,172.8308,0.685577,False,NONE
429.0,pid,162.0,0.0,60.0,599.9992,82.0987,232.2481,121.6877,84.2486,172.8308,0.685577,False,NONE
430.0,pid,162.0,0.0,60.0,599.9992,82.0959,232.2453,121.6877,84.2777,172.8308,0.685577,False,NONE
431.0,pid,162.0,0.0,60.0,599.9993,82.0932,232.2425,121.6877,84.3067,172.8308,0.685577,False,NONE
432.0,pid,162.0,0.0,60.0,599.9993,82.0905,232.2398,121.6877,84.3357,172.8308,0.685577,False,NONE
433.0,pid,162.0,0.0,60.0,599.9993,82.0879,232.2373,121.6877,84.3646,172.8308,0.685577,False,NONE
434.0,pid,162.0,0.0,60.0,599.9993,82.0854,232.2347,121.6877,84.3934,172.8308,0.685577,False,NONE
435.0,pid,162.0,0.0,60.0,599.9994,82.083,232.2323,121.6877,84.4222,172.8308,0.685577,False,NONE
436.0,pid,162.0,0.0,60.0,599.9994,82.0806,232.2299,121.6877,84.4509,172.8308,0.685577,False,NONE
437.0,pid,162.0,0.0,60.0,599.9994,82.0783,232.2276,121.6877,84.4796,172.8308,0.685577,False,NONE
438.0,pid,162.0,0.0,60.0,599.9994,82.0761,232.2254,121.6877,84.5082,172.8308,0.685577,False,NONE
439.0,pid,162.0,0.0,60.0,599.9994,82.0739,232.2232,121.6877,84.5367,172.8308,0.685577,False,NONE
440.0,pid,162.0,0.0,60.0,599.9994,82.0718,232.2211,121.6877,84.5652,172.8308,0.685577,False,NONE
441.0,pid,162.0,0.0,60.0,599.9995,82.0698,232.2191,121.6877,84.5936,172.8308,0.685577,False,NONE
442.0,pid,162.0,0.0,60.0,599.9995,82.0678,232.2171,121.6877,84.622,172.8308,0.685577,False,NONE
443.0,pid,162.0,0.0,60.0,599.9995,82.0658,232.2151,121.6877,84.6503,172.8308,0.685577,False,NONE
444.0,pid,162.0,0.0,60.0,599.9995,82.064,232.2132,121.6877,84.6786,172.8308,0.685577,False,NONE
445.0,pid,162.0,0.0,60.0,599.9995,82.0621,232.2114,121.6877,84.7067,172.8308,0.685577,False,NONE
446.0,pid,162.0,0.0,60.0,599.9995,82.0604,232.2096,121.6877,84.7349,172.8308,0.685577,False,NONE
447.0,pid,162.0,0.0,60.0,599.9995,82.0586,232.2079,121.6877,84.7629,172.8309,0.685577,False,NONE
448.0,pid,162.0,0.0,60.0,599.9996,82.057,232.2062,121.6877,84.7909,172.8309,0.685577,False,NONE
449.0,pid,162.0,0.0,60.0,599.9996,82.0553,232.2046,121.6877,84.8189,172.8309,0.685577,False,NONE
450.0,pid,162.0,0.0,60.0,599.9996,82.0538,232.203,121.6877,84.8468,172.8309,0.685577,False,NONE
451.0,pid,162.0,0.0,60.0,599.9996,82.0522,232.2015,121.6877,84.8746,172.8309,0.685577,False,NONE
452.0,pid,162.0,0.0,60.0,599.9996,82.0507,232.2,121.6877,84.9024,172.8309,0.685577,False,NONE
453.0,pid,162.0,0.0,60.0,599.9996,82.0493,232.1986,121.6877,84.9301,172.8309,0.685577,False,NONE
454.0,pid,162.0,0.0,60.0,599.9996,82.0479,232.1971,121.6877,84.9578,172.8309,0.685577,False,NONE
455.0,pid,162.0,0.0,60.0,599.9996,82.0465,232.1958,121.6877,84.9854,172.8309,0.685577,False,NONE
456.0,pid,162.0,0.0,60.0,599.9996,82.0452,232.1944,121.6877,85.0129,172.8309,0.685577,False,NONE
457.0,pid,162.0,0.0,60.0,599.9997,82.0439,232.1932,121.6877,85.0404,172.8309,0.685577,False,NONE
458.0,pid,162.0,0.0,60.0,599.9997,82.0426,232.1919,121.6877,85.0679,172.8309,0.685577,False,NONE
459.0,pid,162.0,0.0,60.0,599.9997,82.0414,232.1907,121.6877,85.0952,172.8309,0.685577,False,NONE
460.0,pid,162.0,0.0,60.0,599.9997,82.0402,232.1895,121.6877,85.1225,172.8309,0.685577,False,NONE
461.0,pid,162.0,0.0,60.0,599.9997,82.0391,232.1884,121.6877,85.1498,172.8309,0.685577,False,NONE
462.0,pid,162.0,0.0,60.0,599.9997,82.038,232.1872,121.6877,85.177,172.8309,0.685577,False,NONE
463.0,pid,162.0,0.0,60.0,599.9997,82.0369,232.1862,121.6877,85.2042,172.8309,0.685577,False,NONE
464.0,pid,162.0,0.0,60.0,599.9997,82.0358,232.1851,121.6877,85.2312,172.8309,0.685577,False,NONE
465.0,pid,162.0,0.0,60.0,599.9997,82.0348,232.1841,121.6877,85.2583,172.8309,0.685577,False,NONE
